Alert_Num;Attack Technique Ids;Entities;Ent-Relationships;ID;Investigation Ids;Metadata-Confidence;Metadata-Created At;Metadata-Creator Detector Id;Metadata-Creator Detector Version;Metadata-Creator Rule Id;Metadata-Creator Rule Version;Metadata-Engine Name;Metadata-Severity;Metadata-Title;Sensor Types;Status;Suppressed;Suppressed Rules;Tactics and Technic Id
27;['TA0006'];['city:3451190', 'country:3469034', 'ipAddress:200.222.39.242', 'latLon:-22.9201,-43.0811', 'sensorId:4891bf7a-ad0c-44b6-88ac-904b92b4842e', 'sensorType:MICROSOFT_OFFICE_MANAGEMENT', 'sourceIpAddress:200.222.39.242', 'targetAuthDomainName:nortecquimica.onmicrosoft.com', 'targetUserName:Sync_NTQSVR06_11f250d03eba@nortecquimica.onmicrosoft.com', 'userName:Sync_NTQSVR06_11f250d03eba@nortecquimica.onmicrosoft.com', 'sensorType:MICROSOFT_GRAPH_SIGN_IN', 'targetUserName:sync_ntqsvr06_11f250d03eba@nortecquimica.onmicrosoft.com', 'userName:sync_ntqsvr06_11f250d03eba@nortecquimica.onmicrosoft.com'];[{'from_entity': 'sourceIpAddress:200.222.39.242', 'relationship': 'geolocatedAt', 'to_entity': 'latLon:-22.9201,-43.0811'}, {'from_entity': 'sourceIpAddress:200.222.39.242', 'relationship': 'geolocatedAt', 'to_entity': 'city:3451190'}, {'from_entity': 'sourceIpAddress:200.222.39.242', 'relationship': 'geolocatedAt', 'to_entity': 'country:3469034'}];alert://priv:improbable-logon-detector:138529:1709729361326:e7412437-87ec-548e-814a-cda0b4c7bd59;[{'id': '4d731b31-3761-48e8-b739-d9bcc6e03318'}];0.5;1709729361;app:detect:improbable-logon-detector;0.0.1;ff386ff2-3697-59a9-83e5-c7a1f2929c87;1699366426;app:detect:improbable-logon-detector;0.1;RESEARCH: XDR has detected a successful authentication with rare or previously unobserved properties by sync_ntqsvr06_11f250d03eba@nortecquimica.onmicrosoft.com from 200.222.39.242;['MICROSOFT_OFFICE_MANAGEMENT', 'MICROSOFT_GRAPH_SIGN_IN'];OPEN;False;[];[{'mitre_attack_info': None}]
28;['TA0006'];['city:3451190', 'country:3469034', 'ipAddress:200.222.39.242', 'latLon:-22.9201,-43.0811', 'sensorId:4891bf7a-ad0c-44b6-88ac-904b92b4842e', 'sensorType:MICROSOFT_OFFICE_MANAGEMENT', 'sourceIpAddress:200.222.39.242', 'targetAuthDomainName:nortecquimica.onmicrosoft.com', 'targetUserName:Sync_NTQSVR06_11f250d03eba@nortecquimica.onmicrosoft.com', 'userName:Sync_NTQSVR06_11f250d03eba@nortecquimica.onmicrosoft.com', 'sensorType:MICROSOFT_GRAPH_SIGN_IN', 'targetUserName:sync_ntqsvr06_11f250d03eba@nortecquimica.onmicrosoft.com', 'userName:sync_ntqsvr06_11f250d03eba@nortecquimica.onmicrosoft.com'];[{'from_entity': 'sourceIpAddress:200.222.39.242', 'relationship': 'geolocatedAt', 'to_entity': 'city:3451190'}, {'from_entity': 'sourceIpAddress:200.222.39.242', 'relationship': 'geolocatedAt', 'to_entity': 'country:3469034'}, {'from_entity': 'sourceIpAddress:200.222.39.242', 'relationship': 'geolocatedAt', 'to_entity': 'latLon:-22.9201,-43.0811'}];alert://priv:improbable-logon-detector:138529:1709727440446:66f969c5-154b-5411-8036-56723aba2bc0;[{'id': '4d731b31-3761-48e8-b739-d9bcc6e03318'}];0.5;1709727440;app:detect:improbable-logon-detector;0.0.1;ff386ff2-3697-59a9-83e5-c7a1f2929c87;1699366426;app:detect:improbable-logon-detector;0.1;RESEARCH: XDR has detected a successful authentication with rare or previously unobserved properties by sync_ntqsvr06_11f250d03eba@nortecquimica.onmicrosoft.com from 200.222.39.242;['MICROSOFT_OFFICE_MANAGEMENT', 'MICROSOFT_GRAPH_SIGN_IN'];OPEN;False;[];[{'mitre_attack_info': None}]
29;['TA0006'];['city:3451190', 'country:3469034', 'ipAddress:200.222.39.242', 'latLon:-22.9201,-43.0811', 'sensorId:4891bf7a-ad0c-44b6-88ac-904b92b4842e', 'sensorType:MICROSOFT_GRAPH_SIGN_IN', 'sourceIpAddress:200.222.39.242', 'targetUserName:sync_ntqsvr06_11f250d03eba@nortecquimica.onmicrosoft.com', 'userName:sync_ntqsvr06_11f250d03eba@nortecquimica.onmicrosoft.com', 'sensorType:MICROSOFT_OFFICE_MANAGEMENT', 'targetAuthDomainName:nortecquimica.onmicrosoft.com', 'targetUserName:Sync_NTQSVR06_11f250d03eba@nortecquimica.onmicrosoft.com', 'userName:Sync_NTQSVR06_11f250d03eba@nortecquimica.onmicrosoft.com'];[{'from_entity': 'sourceIpAddress:200.222.39.242', 'relationship': 'geolocatedAt', 'to_entity': 'city:3451190'}, {'from_entity': 'sourceIpAddress:200.222.39.242', 'relationship': 'geolocatedAt', 'to_entity': 'country:3469034'}, {'from_entity': 'sourceIpAddress:200.222.39.242', 'relationship': 'geolocatedAt', 'to_entity': 'latLon:-22.9201,-43.0811'}];alert://priv:improbable-logon-detector:138529:1709725813218:b09f5454-b56b-5fa5-91a7-fad86edd5a64;[{'id': '4d731b31-3761-48e8-b739-d9bcc6e03318'}];0.5;1709725813;app:detect:improbable-logon-detector;0.0.1;ff386ff2-3697-59a9-83e5-c7a1f2929c87;1699366426;app:detect:improbable-logon-detector;0.1;RESEARCH: XDR has detected a successful authentication with rare or previously unobserved properties by sync_ntqsvr06_11f250d03eba@nortecquimica.onmicrosoft.com from 200.222.39.242;['MICROSOFT_GRAPH_SIGN_IN', 'MICROSOFT_OFFICE_MANAGEMENT'];OPEN;False;[];[{'mitre_attack_info': None}]
30;['TA0006'];['city:3451190', 'country:3469034', 'ipAddress:200.222.39.242', 'latLon:-22.9201,-43.0811', 'sensorId:4891bf7a-ad0c-44b6-88ac-904b92b4842e', 'sensorType:MICROSOFT_GRAPH_SIGN_IN', 'sourceIpAddress:200.222.39.242', 'targetUserName:sync_ntqsvr06_11f250d03eba@nortecquimica.onmicrosoft.com', 'userName:sync_ntqsvr06_11f250d03eba@nortecquimica.onmicrosoft.com', 'sensorType:MICROSOFT_OFFICE_MANAGEMENT', 'targetAuthDomainName:nortecquimica.onmicrosoft.com', 'targetUserName:Sync_NTQSVR06_11f250d03eba@nortecquimica.onmicrosoft.com', 'userName:Sync_NTQSVR06_11f250d03eba@nortecquimica.onmicrosoft.com'];[{'from_entity': 'sourceIpAddress:200.222.39.242', 'relationship': 'geolocatedAt', 'to_entity': 'country:3469034'}, {'from_entity': 'sourceIpAddress:200.222.39.242', 'relationship': 'geolocatedAt', 'to_entity': 'latLon:-22.9201,-43.0811'}, {'from_entity': 'sourceIpAddress:200.222.39.242', 'relationship': 'geolocatedAt', 'to_entity': 'city:3451190'}];alert://priv:improbable-logon-detector:138529:1709723963880:c39b0da0-8712-5bf6-a29e-fb42ff157e0e;[{'id': '4d731b31-3761-48e8-b739-d9bcc6e03318'}];0.5;1709723963;app:detect:improbable-logon-detector;0.0.1;ff386ff2-3697-59a9-83e5-c7a1f2929c87;1699366426;app:detect:improbable-logon-detector;0.1;RESEARCH: XDR has detected a successful authentication with rare or previously unobserved properties by sync_ntqsvr06_11f250d03eba@nortecquimica.onmicrosoft.com from 200.222.39.242;['MICROSOFT_GRAPH_SIGN_IN', 'MICROSOFT_OFFICE_MANAGEMENT'];OPEN;False;[];[{'mitre_attack_info': None}]
31;['TA0006'];['city:3451190', 'country:3469034', 'ipAddress:200.222.39.242', 'latLon:-22.9201,-43.0811', 'sensorId:4891bf7a-ad0c-44b6-88ac-904b92b4842e', 'sensorType:MICROSOFT_GRAPH_SIGN_IN', 'sourceIpAddress:200.222.39.242', 'targetUserName:sync_ntqsvr06_11f250d03eba@nortecquimica.onmicrosoft.com', 'userName:sync_ntqsvr06_11f250d03eba@nortecquimica.onmicrosoft.com', 'sensorType:MICROSOFT_OFFICE_MANAGEMENT', 'targetAuthDomainName:nortecquimica.onmicrosoft.com', 'targetUserName:Sync_NTQSVR06_11f250d03eba@nortecquimica.onmicrosoft.com', 'userName:Sync_NTQSVR06_11f250d03eba@nortecquimica.onmicrosoft.com'];[{'from_entity': 'sourceIpAddress:200.222.39.242', 'relationship': 'geolocatedAt', 'to_entity': 'country:3469034'}, {'from_entity': 'sourceIpAddress:200.222.39.242', 'relationship': 'geolocatedAt', 'to_entity': 'latLon:-22.9201,-43.0811'}, {'from_entity': 'sourceIpAddress:200.222.39.242', 'relationship': 'geolocatedAt', 'to_entity': 'city:3451190'}];alert://priv:improbable-logon-detector:138529:1709722098208:ea86c5f2-1606-5af2-b87a-b6b417098f82;[{'id': '4d731b31-3761-48e8-b739-d9bcc6e03318'}];0.5;1709722098;app:detect:improbable-logon-detector;0.0.1;ff386ff2-3697-59a9-83e5-c7a1f2929c87;1699366426;app:detect:improbable-logon-detector;0.1;RESEARCH: XDR has detected a successful authentication with rare or previously unobserved properties by sync_ntqsvr06_11f250d03eba@nortecquimica.onmicrosoft.com from 200.222.39.242;['MICROSOFT_GRAPH_SIGN_IN', 'MICROSOFT_OFFICE_MANAGEMENT'];OPEN;False;[];[{'mitre_attack_info': None}]
32;['TA0006'];['city:3451190', 'country:3469034', 'ipAddress:200.222.39.242', 'latLon:-22.9201,-43.0811', 'sensorId:4891bf7a-ad0c-44b6-88ac-904b92b4842e', 'sensorType:MICROSOFT_GRAPH_SIGN_IN', 'sourceIpAddress:200.222.39.242', 'targetUserName:sync_ntqsvr06_11f250d03eba@nortecquimica.onmicrosoft.com', 'userName:sync_ntqsvr06_11f250d03eba@nortecquimica.onmicrosoft.com', 'sensorType:MICROSOFT_OFFICE_MANAGEMENT', 'targetAuthDomainName:nortecquimica.onmicrosoft.com', 'targetUserName:Sync_NTQSVR06_11f250d03eba@nortecquimica.onmicrosoft.com', 'userName:Sync_NTQSVR06_11f250d03eba@nortecquimica.onmicrosoft.com'];[{'from_entity': 'sourceIpAddress:200.222.39.242', 'relationship': 'geolocatedAt', 'to_entity': 'city:3451190'}, {'from_entity': 'sourceIpAddress:200.222.39.242', 'relationship': 'geolocatedAt', 'to_entity': 'country:3469034'}, {'from_entity': 'sourceIpAddress:200.222.39.242', 'relationship': 'geolocatedAt', 'to_entity': 'latLon:-22.9201,-43.0811'}];alert://priv:improbable-logon-detector:138529:1709720247269:b5eb8fbb-86ae-5de6-b08a-f40d16c161c8;[{'id': '4d731b31-3761-48e8-b739-d9bcc6e03318'}];0.5;1709720247;app:detect:improbable-logon-detector;0.0.1;ff386ff2-3697-59a9-83e5-c7a1f2929c87;1699366426;app:detect:improbable-logon-detector;0.1;RESEARCH: XDR has detected a successful authentication with rare or previously unobserved properties by sync_ntqsvr06_11f250d03eba@nortecquimica.onmicrosoft.com from 200.222.39.242;['MICROSOFT_GRAPH_SIGN_IN', 'MICROSOFT_OFFICE_MANAGEMENT'];OPEN;False;[];[{'mitre_attack_info': None}]
33;['TA0006'];['city:3451190', 'country:3469034', 'ipAddress:200.222.39.242', 'latLon:-22.9201,-43.0811', 'sensorId:4891bf7a-ad0c-44b6-88ac-904b92b4842e', 'sensorType:MICROSOFT_GRAPH_SIGN_IN', 'sourceIpAddress:200.222.39.242', 'targetUserName:sync_ntqsvr06_11f250d03eba@nortecquimica.onmicrosoft.com', 'userName:sync_ntqsvr06_11f250d03eba@nortecquimica.onmicrosoft.com', 'sensorType:MICROSOFT_OFFICE_MANAGEMENT', 'targetAuthDomainName:nortecquimica.onmicrosoft.com', 'targetUserName:Sync_NTQSVR06_11f250d03eba@nortecquimica.onmicrosoft.com', 'userName:Sync_NTQSVR06_11f250d03eba@nortecquimica.onmicrosoft.com'];[{'from_entity': 'sourceIpAddress:200.222.39.242', 'relationship': 'geolocatedAt', 'to_entity': 'city:3451190'}, {'from_entity': 'sourceIpAddress:200.222.39.242', 'relationship': 'geolocatedAt', 'to_entity': 'country:3469034'}, {'from_entity': 'sourceIpAddress:200.222.39.242', 'relationship': 'geolocatedAt', 'to_entity': 'latLon:-22.9201,-43.0811'}];alert://priv:improbable-logon-detector:138529:1709718367163:1087f1e3-789e-5cca-9ffd-2a1bd6788adc;[{'id': '4d731b31-3761-48e8-b739-d9bcc6e03318'}];0.5;1709718367;app:detect:improbable-logon-detector;0.0.1;ff386ff2-3697-59a9-83e5-c7a1f2929c87;1699366426;app:detect:improbable-logon-detector;0.1;RESEARCH: XDR has detected a successful authentication with rare or previously unobserved properties by sync_ntqsvr06_11f250d03eba@nortecquimica.onmicrosoft.com from 200.222.39.242;['MICROSOFT_GRAPH_SIGN_IN', 'MICROSOFT_OFFICE_MANAGEMENT'];OPEN;False;[];[{'mitre_attack_info': None}]
34;['TA0006'];['city:3451190', 'country:3469034', 'ipAddress:200.222.39.242', 'latLon:-22.9201,-43.0811', 'sensorId:4891bf7a-ad0c-44b6-88ac-904b92b4842e', 'sensorType:MICROSOFT_GRAPH_SIGN_IN', 'sourceIpAddress:200.222.39.242', 'targetUserName:sync_ntqsvr06_11f250d03eba@nortecquimica.onmicrosoft.com', 'userName:sync_ntqsvr06_11f250d03eba@nortecquimica.onmicrosoft.com', 'sensorType:MICROSOFT_OFFICE_MANAGEMENT', 'targetAuthDomainName:nortecquimica.onmicrosoft.com', 'targetUserName:Sync_NTQSVR06_11f250d03eba@nortecquimica.onmicrosoft.com', 'userName:Sync_NTQSVR06_11f250d03eba@nortecquimica.onmicrosoft.com'];[{'from_entity': 'sourceIpAddress:200.222.39.242', 'relationship': 'geolocatedAt', 'to_entity': 'city:3451190'}, {'from_entity': 'sourceIpAddress:200.222.39.242', 'relationship': 'geolocatedAt', 'to_entity': 'country:3469034'}, {'from_entity': 'sourceIpAddress:200.222.39.242', 'relationship': 'geolocatedAt', 'to_entity': 'latLon:-22.9201,-43.0811'}];alert://priv:improbable-logon-detector:138529:1709716509767:7045d5c1-2857-54b5-803f-742605a9730e;[{'id': '4d731b31-3761-48e8-b739-d9bcc6e03318'}];0.5;1709716509;app:detect:improbable-logon-detector;0.0.1;ff386ff2-3697-59a9-83e5-c7a1f2929c87;1699366426;app:detect:improbable-logon-detector;0.1;RESEARCH: XDR has detected a successful authentication with rare or previously unobserved properties by sync_ntqsvr06_11f250d03eba@nortecquimica.onmicrosoft.com from 200.222.39.242;['MICROSOFT_GRAPH_SIGN_IN', 'MICROSOFT_OFFICE_MANAGEMENT'];OPEN;False;[];[{'mitre_attack_info': None}]
35;['TA0006'];['city:3451190', 'country:3469034', 'ipAddress:200.222.39.242', 'latLon:-22.9201,-43.0811', 'sensorId:4891bf7a-ad0c-44b6-88ac-904b92b4842e', 'sensorType:MICROSOFT_GRAPH_SIGN_IN', 'sourceIpAddress:200.222.39.242', 'targetUserName:sync_ntqsvr06_11f250d03eba@nortecquimica.onmicrosoft.com', 'userName:sync_ntqsvr06_11f250d03eba@nortecquimica.onmicrosoft.com', 'sensorType:MICROSOFT_OFFICE_MANAGEMENT', 'targetAuthDomainName:nortecquimica.onmicrosoft.com', 'targetUserName:Sync_NTQSVR06_11f250d03eba@nortecquimica.onmicrosoft.com', 'userName:Sync_NTQSVR06_11f250d03eba@nortecquimica.onmicrosoft.com'];[{'from_entity': 'sourceIpAddress:200.222.39.242', 'relationship': 'geolocatedAt', 'to_entity': 'city:3451190'}, {'from_entity': 'sourceIpAddress:200.222.39.242', 'relationship': 'geolocatedAt', 'to_entity': 'country:3469034'}, {'from_entity': 'sourceIpAddress:200.222.39.242', 'relationship': 'geolocatedAt', 'to_entity': 'latLon:-22.9201,-43.0811'}];alert://priv:improbable-logon-detector:138529:1709714687268:ee1a333e-ab71-51ef-bd5a-48f834692e0a;[{'id': '4d731b31-3761-48e8-b739-d9bcc6e03318'}];0.5;1709714687;app:detect:improbable-logon-detector;0.0.1;ff386ff2-3697-59a9-83e5-c7a1f2929c87;1699366426;app:detect:improbable-logon-detector;0.1;RESEARCH: XDR has detected a successful authentication with rare or previously unobserved properties by sync_ntqsvr06_11f250d03eba@nortecquimica.onmicrosoft.com from 200.222.39.242;['MICROSOFT_GRAPH_SIGN_IN', 'MICROSOFT_OFFICE_MANAGEMENT'];OPEN;False;[];[{'mitre_attack_info': None}]
36;['TA0006'];['city:3451190', 'country:3469034', 'ipAddress:200.222.39.242', 'latLon:-22.9201,-43.0811', 'sensorId:4891bf7a-ad0c-44b6-88ac-904b92b4842e', 'sensorType:MICROSOFT_OFFICE_MANAGEMENT', 'sourceIpAddress:200.222.39.242', 'targetAuthDomainName:nortecquimica.onmicrosoft.com', 'targetUserName:Sync_NTQSVR06_11f250d03eba@nortecquimica.onmicrosoft.com', 'userName:Sync_NTQSVR06_11f250d03eba@nortecquimica.onmicrosoft.com', 'sensorType:MICROSOFT_GRAPH_SIGN_IN', 'targetUserName:sync_ntqsvr06_11f250d03eba@nortecquimica.onmicrosoft.com', 'userName:sync_ntqsvr06_11f250d03eba@nortecquimica.onmicrosoft.com'];[{'from_entity': 'sourceIpAddress:200.222.39.242', 'relationship': 'geolocatedAt', 'to_entity': 'city:3451190'}, {'from_entity': 'sourceIpAddress:200.222.39.242', 'relationship': 'geolocatedAt', 'to_entity': 'country:3469034'}, {'from_entity': 'sourceIpAddress:200.222.39.242', 'relationship': 'geolocatedAt', 'to_entity': 'latLon:-22.9201,-43.0811'}];alert://priv:improbable-logon-detector:138529:1709713241282:d18305ff-ebb5-5d03-8d1e-a8dc02e50e15;[{'id': '4d731b31-3761-48e8-b739-d9bcc6e03318'}];0.5;1709713241;app:detect:improbable-logon-detector;0.0.1;ff386ff2-3697-59a9-83e5-c7a1f2929c87;1699366426;app:detect:improbable-logon-detector;0.1;RESEARCH: XDR has detected a successful authentication with rare or previously unobserved properties by sync_ntqsvr06_11f250d03eba@nortecquimica.onmicrosoft.com from 200.222.39.242;['MICROSOFT_OFFICE_MANAGEMENT', 'MICROSOFT_GRAPH_SIGN_IN'];OPEN;False;[];[{'mitre_attack_info': None}]
37;['TA0006'];['city:3451190', 'country:3469034', 'ipAddress:200.222.39.242', 'latLon:-22.9201,-43.0811', 'sensorId:4891bf7a-ad0c-44b6-88ac-904b92b4842e', 'sensorType:MICROSOFT_OFFICE_MANAGEMENT', 'sourceIpAddress:200.222.39.242', 'targetAuthDomainName:nortecquimica.onmicrosoft.com', 'targetUserName:Sync_NTQSVR06_11f250d03eba@nortecquimica.onmicrosoft.com', 'userName:Sync_NTQSVR06_11f250d03eba@nortecquimica.onmicrosoft.com', 'sensorType:MICROSOFT_GRAPH_SIGN_IN', 'targetUserName:sync_ntqsvr06_11f250d03eba@nortecquimica.onmicrosoft.com', 'userName:sync_ntqsvr06_11f250d03eba@nortecquimica.onmicrosoft.com'];[{'from_entity': 'sourceIpAddress:200.222.39.242', 'relationship': 'geolocatedAt', 'to_entity': 'city:3451190'}, {'from_entity': 'sourceIpAddress:200.222.39.242', 'relationship': 'geolocatedAt', 'to_entity': 'country:3469034'}, {'from_entity': 'sourceIpAddress:200.222.39.242', 'relationship': 'geolocatedAt', 'to_entity': 'latLon:-22.9201,-43.0811'}];alert://priv:improbable-logon-detector:138529:1709711406386:165f733c-264a-5d8a-b11c-9e71afd6b446;[{'id': '4d731b31-3761-48e8-b739-d9bcc6e03318'}];0.5;1709711406;app:detect:improbable-logon-detector;0.0.1;ff386ff2-3697-59a9-83e5-c7a1f2929c87;1699366426;app:detect:improbable-logon-detector;0.1;RESEARCH: XDR has detected a successful authentication with rare or previously unobserved properties by sync_ntqsvr06_11f250d03eba@nortecquimica.onmicrosoft.com from 200.222.39.242;['MICROSOFT_OFFICE_MANAGEMENT', 'MICROSOFT_GRAPH_SIGN_IN'];OPEN;False;[];[{'mitre_attack_info': None}]
38;['TA0006'];['city:3451190', 'country:3469034', 'ipAddress:200.222.39.242', 'latLon:-22.9201,-43.0811', 'sensorId:4891bf7a-ad0c-44b6-88ac-904b92b4842e', 'sensorType:MICROSOFT_GRAPH_SIGN_IN', 'sourceIpAddress:200.222.39.242', 'targetUserName:sync_ntqsvr06_11f250d03eba@nortecquimica.onmicrosoft.com', 'userName:sync_ntqsvr06_11f250d03eba@nortecquimica.onmicrosoft.com', 'sensorType:MICROSOFT_OFFICE_MANAGEMENT', 'targetAuthDomainName:nortecquimica.onmicrosoft.com', 'targetUserName:Sync_NTQSVR06_11f250d03eba@nortecquimica.onmicrosoft.com', 'userName:Sync_NTQSVR06_11f250d03eba@nortecquimica.onmicrosoft.com'];[{'from_entity': 'sourceIpAddress:200.222.39.242', 'relationship': 'geolocatedAt', 'to_entity': 'country:3469034'}, {'from_entity': 'sourceIpAddress:200.222.39.242', 'relationship': 'geolocatedAt', 'to_entity': 'latLon:-22.9201,-43.0811'}, {'from_entity': 'sourceIpAddress:200.222.39.242', 'relationship': 'geolocatedAt', 'to_entity': 'city:3451190'}];alert://priv:improbable-logon-detector:138529:1709709621444:1f2d6899-8c6d-5f87-87b4-4dfd59975a76;[{'id': '4d731b31-3761-48e8-b739-d9bcc6e03318'}];0.5;1709709621;app:detect:improbable-logon-detector;0.0.1;ff386ff2-3697-59a9-83e5-c7a1f2929c87;1699366426;app:detect:improbable-logon-detector;0.1;RESEARCH: XDR has detected a successful authentication with rare or previously unobserved properties by sync_ntqsvr06_11f250d03eba@nortecquimica.onmicrosoft.com from 200.222.39.242;['MICROSOFT_GRAPH_SIGN_IN', 'MICROSOFT_OFFICE_MANAGEMENT'];OPEN;False;[];[{'mitre_attack_info': None}]
39;['TA0006'];['city:3451190', 'country:3469034', 'ipAddress:200.222.39.242', 'latLon:-22.9201,-43.0811', 'sensorId:4891bf7a-ad0c-44b6-88ac-904b92b4842e', 'sensorType:MICROSOFT_GRAPH_SIGN_IN', 'sourceIpAddress:200.222.39.242', 'targetUserName:sync_ntqsvr06_11f250d03eba@nortecquimica.onmicrosoft.com', 'userName:sync_ntqsvr06_11f250d03eba@nortecquimica.onmicrosoft.com', 'sensorType:MICROSOFT_OFFICE_MANAGEMENT', 'targetAuthDomainName:nortecquimica.onmicrosoft.com', 'targetUserName:Sync_NTQSVR06_11f250d03eba@nortecquimica.onmicrosoft.com', 'userName:Sync_NTQSVR06_11f250d03eba@nortecquimica.onmicrosoft.com'];[{'from_entity': 'sourceIpAddress:200.222.39.242', 'relationship': 'geolocatedAt', 'to_entity': 'city:3451190'}, {'from_entity': 'sourceIpAddress:200.222.39.242', 'relationship': 'geolocatedAt', 'to_entity': 'country:3469034'}, {'from_entity': 'sourceIpAddress:200.222.39.242', 'relationship': 'geolocatedAt', 'to_entity': 'latLon:-22.9201,-43.0811'}];alert://priv:improbable-logon-detector:138529:1709707731549:54a561db-1365-5981-9318-2d8241da4c35;[{'id': '4d731b31-3761-48e8-b739-d9bcc6e03318'}];0.5;1709707731;app:detect:improbable-logon-detector;0.0.1;ff386ff2-3697-59a9-83e5-c7a1f2929c87;1699366426;app:detect:improbable-logon-detector;0.1;RESEARCH: XDR has detected a successful authentication with rare or previously unobserved properties by sync_ntqsvr06_11f250d03eba@nortecquimica.onmicrosoft.com from 200.222.39.242;['MICROSOFT_GRAPH_SIGN_IN', 'MICROSOFT_OFFICE_MANAGEMENT'];OPEN;False;[];[{'mitre_attack_info': None}]
40;['TA0006'];['city:3451190', 'country:3469034', 'ipAddress:200.222.39.242', 'latLon:-22.9201,-43.0811', 'sensorId:4891bf7a-ad0c-44b6-88ac-904b92b4842e', 'sensorType:MICROSOFT_GRAPH_SIGN_IN', 'sourceIpAddress:200.222.39.242', 'targetUserName:sync_ntqsvr06_11f250d03eba@nortecquimica.onmicrosoft.com', 'userName:sync_ntqsvr06_11f250d03eba@nortecquimica.onmicrosoft.com', 'sensorType:MICROSOFT_OFFICE_MANAGEMENT', 'targetAuthDomainName:nortecquimica.onmicrosoft.com', 'targetUserName:Sync_NTQSVR06_11f250d03eba@nortecquimica.onmicrosoft.com', 'userName:Sync_NTQSVR06_11f250d03eba@nortecquimica.onmicrosoft.com'];[{'from_entity': 'sourceIpAddress:200.222.39.242', 'relationship': 'geolocatedAt', 'to_entity': 'city:3451190'}, {'from_entity': 'sourceIpAddress:200.222.39.242', 'relationship': 'geolocatedAt', 'to_entity': 'country:3469034'}, {'from_entity': 'sourceIpAddress:200.222.39.242', 'relationship': 'geolocatedAt', 'to_entity': 'latLon:-22.9201,-43.0811'}];alert://priv:improbable-logon-detector:138529:1709705853136:71d830ab-8685-56d9-8d83-60e871528522;[{'id': '4d731b31-3761-48e8-b739-d9bcc6e03318'}];0.5;1709705853;app:detect:improbable-logon-detector;0.0.1;ff386ff2-3697-59a9-83e5-c7a1f2929c87;1699366426;app:detect:improbable-logon-detector;0.1;RESEARCH: XDR has detected a successful authentication with rare or previously unobserved properties by sync_ntqsvr06_11f250d03eba@nortecquimica.onmicrosoft.com from 200.222.39.242;['MICROSOFT_GRAPH_SIGN_IN', 'MICROSOFT_OFFICE_MANAGEMENT'];OPEN;False;[];[{'mitre_attack_info': None}]
41;['TA0006'];['city:3451190', 'country:3469034', 'ipAddress:200.222.39.242', 'latLon:-22.9201,-43.0811', 'sensorId:4891bf7a-ad0c-44b6-88ac-904b92b4842e', 'sensorType:MICROSOFT_GRAPH_SIGN_IN', 'sourceIpAddress:200.222.39.242', 'targetUserName:sync_ntqsvr06_11f250d03eba@nortecquimica.onmicrosoft.com', 'userName:sync_ntqsvr06_11f250d03eba@nortecquimica.onmicrosoft.com', 'sensorType:MICROSOFT_OFFICE_MANAGEMENT', 'targetAuthDomainName:nortecquimica.onmicrosoft.com', 'targetUserName:Sync_NTQSVR06_11f250d03eba@nortecquimica.onmicrosoft.com', 'userName:Sync_NTQSVR06_11f250d03eba@nortecquimica.onmicrosoft.com'];[{'from_entity': 'sourceIpAddress:200.222.39.242', 'relationship': 'geolocatedAt', 'to_entity': 'city:3451190'}, {'from_entity': 'sourceIpAddress:200.222.39.242', 'relationship': 'geolocatedAt', 'to_entity': 'country:3469034'}, {'from_entity': 'sourceIpAddress:200.222.39.242', 'relationship': 'geolocatedAt', 'to_entity': 'latLon:-22.9201,-43.0811'}];alert://priv:improbable-logon-detector:138529:1709703947214:149a0da6-2dcc-5ca5-8d4d-1f60a1cb4566;[{'id': '4d731b31-3761-48e8-b739-d9bcc6e03318'}];0.5;1709703947;app:detect:improbable-logon-detector;0.0.1;ff386ff2-3697-59a9-83e5-c7a1f2929c87;1699366426;app:detect:improbable-logon-detector;0.1;RESEARCH: XDR has detected a successful authentication with rare or previously unobserved properties by sync_ntqsvr06_11f250d03eba@nortecquimica.onmicrosoft.com from 200.222.39.242;['MICROSOFT_GRAPH_SIGN_IN', 'MICROSOFT_OFFICE_MANAGEMENT'];OPEN;False;[];[{'mitre_attack_info': None}]
